,Unnamed: 0,amr,Min_dist,text
487,518,"(a / accuse-01
   :ARG3 (s / say-01
            :ARG0 (p / person
                     :name (n / name
                              :op1 ""Jim""
                              :op2 ""Porter"")
                     :ARG2-of (h / have-org-role-91
                                 :ARG4 (o / organization
                                          :name (n2 / name
                                                    :op1 ""NRA""))
                                 :ARG0 (p2 / president)))
            :ARG1 (m / matter-01
                     :ARG1 (t / time)
                     :mod (o2 / only)
                     :time (b / before
                              :op1 (p3 / possible-01
                                       :ARG1 (o1 / own-01
                                                 :ARG0 (w / we)
                                                 :ARG1 (i / individual-01
                                                          :ARG1-of (c1 / color_in-01))
                                                 :mod (o3 / over_again-01))))))
   :manner (f / false)
   :ARG1 p)",0.8686805773042175,"The accusation that NRA President Jim Porter said it only matters ""when it comes to time"" before we can ""own"" a color-in individual over again is false."
488,519,"(c / color-01
   :ARG2 (p4 / person
             :ARG3-of (o3 / own-01
                          :mod (a2 / again)
                          :ARG1-of (p3 / possible-01
                                       :op1-of (b / before
                                                  :time-of (m / matter-01
                                                              :ARG1-of (s / say-01
                                                                          :ARG3-of (a / accuse-01
                                                                                      :manner (f / false)
                                                                                      :ARG1 (p / person
                                                                                               :name (n / name
                                                                                                        :op1 ""Jim""
                                                                                                        :op2 ""Porter"")
                                                                                               :ARG2-of (h / have-org-role-91
                                                                                                           :ARG4 (o / organization
                                                                                                                    :name (n2 / name
                                                                                                                              :op1 ""NRA""))
                                                                                                           :ARG0 (p2 / president))))
                                                                          :ARG0 p)
                                                              :ARG1 (t / time)
                                                              :mod (o2 / only))))
                          :ARG0 (w / we))))",0.9492674180593144,"Colored with owners we could own again, only before the time mattered, as the NRA President Jim Porter was falsely accused of."
489,520,"(c1 / colour-01
    :ARG1 (p4 / person
              :ARG1-of (o3 / own-01
                           :mod (a2 / again)
                           :ARG1-of (p3 / possible-01
                                        :op1-of (b / before
                                                   :time-of (m / matter-01
                                                               :ARG1-of (s / say-01
                                                                           :ARG3-of (a / accuse-01
                                                                                       :manner (f / false)
                                                                                       :ARG1 (p / person
                                                                                                :name (n / name
                                                                                                         :op1 ""Jim""
                                                                                                         :op2 ""Porter"")
                                                                                                :ARG2-of (h / have-org-role-91
                                                                                                            :ARG3 (o / organization
                                                                                                                     :name (n2 / name
                                                                                                                               :op1 ""NRA""))
                                                                                                            :ARG2 (p2 / president))))
                                                                           :ARG1 p)
                                                               :ARG1 (t / time)
                                                               :mod (o2 / only))))
                           :ARG0 (w / we))))",0.9693123169813008,"The colour is of the owner again, who we can own only before the time it matters, says Jim Porter, the NRA president, who was falsely accused."
490,521,"(a / accuse-01
   :ARG3 (s / say-01
            :ARG1 (p / person
                     :name (n / name
                              :op1 ""Jim""
                              :op2 ""Porter"")
                     :ARG2-of (h / have-org-role-91
                                 :ARG3 (o / organization
                                          :name (n2 / name
                                                    :op1 ""NRA""))
                                 :ARG2 (p2 / president)))
            :ARG2 (m / matter-01
                     :ARG1 (t / time)
                     :mod (o2 / only)
                     :time (b / before
                              :op1 (p3 / possible-01
                                       :ARG3 (o3 / own-01
                                                 :ARG0 (w / we)
                                                 :ARG2 (p4 / person
                                                           :ARG4-of (c / color-01))
                                                 :mod (a2 / again))))))
   :manner (f / false)
   :ARG4 p)",0.7107986948472822,"The accusation against NRA President Jim Porter is false: ""Time only matters before we can again own people of color."
491,522,"(c / color-01
   :ARG0 (p4 / person
             :ARG1-of (o3 / own-01
                          :mod (a2 / again)
                          :ARG3-of (p3 / possible-01
                                       :op1-of (b / before
                                                  :time-of (m / matter-01
                                                              :ARG4-of (s / say-01
                                                                          :ARG4-of (a / accuse-01
                                                                                      :manner (f / false)
                                                                                      :ARG1 (p / person
                                                                                               :name (n / name
                                                                                                        :op1 ""Jim""
                                                                                                        :op2 ""Porter"")
                                                                                               :ARG2-of (h / have-org-role-91
                                                                                                           :ARG3 (o / organization
                                                                                                                    :name (n2 / name
                                                                                                                              :op1 ""NRA""))
                                                                                                           :ARG2 (p2 / president))))
                                                                          :ARG1 p)
                                                              :ARG1 (t / time)
                                                              :mod (o2 / only))))
                          :ARG0 (w / we))))",0.7243332211220398,"Colored by people we could own again, only before the time mattered, as the NRA President Jim Porter was falsely accused of."
492,523,"(a / accuse-01
   :ARG3 (s / say-01
            :ARG1 (p / person
                     :name (n / name
                              :op1 ""Jim""
                              :op2 ""Porter"")
                     :ARG2-of (h / have-org-role-91
                                 :ARG3 (o / organization
                                          :name (n2 / name
                                                    :op1 ""NRA""))
                                 :ARG2 (p2 / president)))
            :ARG1 (m / matter-01
                     :ARG1 (t / time)
                     :mod (o2 / only)
                     :time (b / before
                              :op1 (p3 / possible-01
                                       :ARG1 (o3 / own-01
                                                 :ARG0 (w / we)
                                                 :ARG1 (p4 / person
                                                           :ARG1-of (c / color-01))
                                                 :mod (a2 / again))))))
   :manner (f / false)
   :ARG1 p)",1.0,"The accusation that Jim Porter, the NRA president, said it only matters ""when it comes time before we can re-own people of color."""
494,525,"(h / have-org-role-91
   :ARG0 (b2 / bid-01
             :ARG1-of (p2 / possible-01
                          :time (d / date-entity
                                   :year 2020)
                          :ARG1-of (p1 / prove-01
                                       :ARG1 (b1 / bidding-01)))
             :ARG0 (p / person
                      :ARG1-of b1
                      :name (n / name
                               :op1 ""Biden"")))
   :ARG2 (p3 / president))",0.68855145147597,Biden is president of a bid that could be proven in 2020.
495,527,"(h / have-org-role-91
   :ARG0 (b2 / bid-01
             :ARG1-of (p2 / possible-01
                          :time (d / date-entity
                                   :year 2020)
                          :ARG1-of (r / raise-01
                                      :ARG0 (b / bid-01)))
             :ARG0 (p / person
                      :ARG3-of b
                      :name (n / name
                               :op1 ""Biden"")))
   :ARG2 (p3 / president))",0.9309975889425878,Biden is the president of a bid that could be raised in 2020.
497,529,"(h / have-org-role-91
   :ARG0 (b2 / bid-01
             :ARG1-of (p2 / possible-01
                          :time (d / date-entity
                                   :year 2020)
                          :ARG1-of (e / elevate-01
                                      :ARG3 (b / bid-01)))
             :ARG0 (p / person
                      :ARG3-of b
                      :name (n / name
                               :op1 ""Biden"")))
   :ARG2 (p3 / president))",0.7893977804950048,Biden's bid could be a 2020 bid that is eloquent in its bid.
500,534,"(i / identify-01
   :ARG0 (m1 / mortal-01
             :name (n / name
                      :op1 ""Rice""))
   :ARG1 (t / thing-01
            :ARG0-of (c1 / causal_agent-01
                         :ARG1 (u / unmask-01
                                  :ARG0 m1
                                  :ARG1 (s / someone-01
                                           :ARG0-of (h / have-org-role-91
                                                       :ARG1 (p3 / person
                                                                 :name (n2 / name
                                                                           :op1 ""Trump""))
                                                       :ARG2 (a / aide))))))
   :ARG2 (p4 / person
             :ARG0-of (ii / investigate-01)))",0.7431492846608733,Rice identified the causal agent to unmask someone who was a Trump aide to investigators.
501,535,"(ii / investigate-01
    :ARG0 (p4 / person
              :ARG2-of (d / distinguish-01
                          :ARG1 (m / mortal-01
                                   :name (n / name
                                            :op1 ""Rice""))
                          :ARG4 (t1 / thing-01
                                    :ARG0-of (c1 / causal_agent-01
                                                 :ARG2 (u1 / unmask-01
                                                           :ARG4 m
                                                           :ARG0 (p / person-01
                                                                    :ARG4-of (h / have-org-role-91
                                                                                :ARG0 (p3 / person
                                                                                          :name (n2 / name
                                                                                                    :op1 ""Trump""))
                                                                                :ARG2 (a / aide)))))))))",0.5307945378977308,The investigators are distinguating Rice from the causal agent of his unmasking as an aide to Trump.
502,536,"(h / have-org-role-91
   :ARG1 (p / person-01
            :ARG2-of (u1 / unmask-01
                         :ARG4-of (c1 / causal_agent-01)
                         :ARG1 (m / mortal-01
                                  :ARG0-of (d / distinguish-01
                                              :ARG4 (t1 / thing-01
                                                        :ARG2-of c1)
                                              :ARG2 (p4 / person
                                                        :ARG0-of (ii / investigate-01)))
                                  :name (n / name
                                           :op1 ""Rice""))))
   :ARG2 (p3 / person
             :name (n2 / name
                       :op1 ""Trump""))
   :ARG1 (a / aide))",0.58298869161467,Clinton's aide was the causal agent unmasking the mortal who distinguished the mortal from the investigator.
503,537,"(g / grounds-01
   :ARG0 (m / matter-01)
   :ARG1 (u1 / unmask-01
             :ARG0 (s / soul-01
                      :ARG2-of (t1 / tell-01
                                   :ARG1 m
                                   :ARG2 (p / person-01
                                            :ARG0-of (l / look_into-01)))
                      :name (n / name
                               :op1 ""Rice""))
             :ARG1 (p2 / person
                       :ARG0-of (h / have-org-role-91
                                   :ARG1 (p3 / person
                                             :name (n2 / name
                                                       :op1 ""Trump""))
                                   :ARG2 (a / aide)))))",0.4425048902332347,"Matter grounds the unmasking of Trump's aide by a soul told to the look-into person, Rice."
504,538,"(c1 / case-01
    :ARG3 (t1 / thing-01)
    :ARG3 (u / unmask-01
             :ARG0 (p / person
                      :ARG3-of (t / tell-01
                                  :ARG3 t1
                                  :ARG2 (p4 / person
                                            :ARG4-of (ii / investigate-01)))
                      :name (n / name
                               :op1 ""Rice""))
             :ARG1 (p2 / person
                       :ARG0-of (h / have-org-role-91
                                   :ARG1 (p3 / person
                                             :name (n2 / name
                                                       :op1 ""Trump""))
                                   :ARG2 (a / aide)))))",0.6888531673946638,"The case is that the person who told the investigators that the ""recess"" was unmasking an aide to Trump."
505,539,"(h / have-org-role-91
   :ARG0 (p2 / person
             :ARG1-of (u / unmask-01
                         :ARG1-of (c / cause-01
                                     :ARG1 (t2 / thing))
                         :ARG0 (p / person
                                  :ARG2-of (t / tell-01
                                              :ARG1 t2
                                              :ARG2 (p4 / person
                                                        :ARG0-of (ii / investigate-01)))
                                  :name (n / name
                                           :op1 ""Rice""))))
   :ARG1 (p3 / person
             :name (n2 / name
                       :op1 ""Trump""))
   :ARG2 (a / aide))",0.977489579447998,"Trump's aide was the one who was unmasked for the reasons of what was told to the investigator, Rice."
506,540,"(h / have-org-role-91
   :ARG0 (p2 / person
             :ARG1-of (u / unmask-01
                         :ARG4-of (c / cause-01
                                     :ARG0 (t2 / thing))
                         :ARG3 (p / person
                                  :ARG2-of (t / tell-01
                                              :ARG1 t2
                                              :ARG2 (p4 / person
                                                        :ARG0-of (ii / investigate-01)))
                                  :name (n / name
                                           :op1 ""Rice""))))
   :ARG1 (p3 / person
             :name (n2 / name
                       :op1 ""Trump""))
   :ARG2 (a / aide))",0.7886026901077775,Trump's aide was unmasked for the reasons of what was being told to investigator Rice.
507,541,"(ii / investigate-01
    :ARG0 (p4 / person
              :ARG2-of (s / severalize-01
                          :ARG1 (s1 / somebody-01
                                    :name (n / name
                                             :op1 ""Rice""))
                          :ARG1 (a1 / affair-01
                                    :ARG0-of (c / cause-01
                                                :ARG3 (u / unmask-01
                                                         :ARG0 s1
                                                         :ARG1 (p2 / person
                                                                   :ARG0-of (h / have-org-role-91
                                                                               :ARG1 (p3 / person
                                                                                         :name (n2 / name
                                                                                                   :op1 ""Trump""))
                                                                               :ARG2 (a / aide)))))))))",0.4920135243533118,Several people who investigated somebody named Rice for having an affair in which they unmask an aide to Trump are investigating.
508,543,"(ii / investigate-01
    :ARG0 (p4 / person
              :ARG2-of (s / separate-01
                          :ARG2 (s1 / someone-01
                                    :name (n / name
                                             :op1 ""Rice""))
                          :ARG4 (t1 / thing-01
                                    :ARG1-of (c1 / case-01
                                                 :ARG1 (u1 / unmask-01
                                                           :ARG0 s1
                                                           :ARG1 (p2 / person
                                                                     :ARG0-of (h / have-org-role-91
                                                                                 :ARG1 (p3 / person
                                                                                           :name (n2 / name
                                                                                                     :op1 ""Trump""))
                                                                                 :ARG2 (a / aide)))))))))",0.477671059930962,The person who separated someone named Rice from the case to unmask a Trump aide is under investigation.
509,544,"(t1 / tell-01
    :ARG4 (p1 / person-01
              :name (n / name
                       :op1 ""Rice""))
    :ARG1 (t2 / thing
              :ARG1-of (c / cause-01
                          :ARG2 (u / unmask-01
                                   :ARG2 p1
                                   :ARG3 (p2 / person
                                             :ARG0-of (h / have-org-role-91
                                                         :ARG1 (p3 / person
                                                                   :name (n2 / name
                                                                             :op1 ""Trump""))
                                                         :ARG2 (a / aide))))))
    :ARG2 (p4 / person
              :ARG0-of (ii / investigate-01)))",0.5390378750476663,Rice was told by investigators why he was unmasking a Trump aide.
510,545,"(s / severalize-01
   :ARG4 (s1 / soul-01
             :name (n / name
                      :op1 ""Rice""))
   :ARG4 (t1 / thing-01
             :ARG1-of (c1 / cause-01
                          :ARG1 (u1 / uncloak-01
                                    :ARG0 s1
                                    :ARG1 (s2 / somebody-01
                                              :ARG0-of (h / have-org-role-91
                                                          :ARG1 (p3 / person
                                                                    :name (n2 / name
                                                                              :op1 ""Trump""))
                                                          :ARG2 (a / aide))))))
   :ARG2 (p4 / person
             :ARG0-of (ii / investigate-01)))",0.4205577436626551,Rice's soul severalized to the investigators as to why she uncloaked somebody who was a Trump aide.
511,546,"(ii / investigate-01
    :ARG0 (p4 / person
              :ARG2-of (t1 / tell-01
                           :ARG2 (s / someone-01
                                    :name (n / name
                                             :op1 ""Rice""))
                           :ARG1 (t2 / thing
                                     :ARG0-of (c / cause-01
                                                 :ARG1 (u / unmask-01
                                                          :ARG0 s
                                                          :ARG1 (p2 / person
                                                                    :ARG0-of (h / have-org-role-91
                                                                                :ARG1 (p3 / person
                                                                                          :name (n2 / name
                                                                                                    :op1 ""Trump""))
                                                                                :ARG2 (a / aide)))))))))",0.6803307372335697,Someone who told Rice why she was unmasking a Trump aide is under investigation.
512,547,"(c / cause-01
   :ARG4 (t2 / thing)
   :ARG3 (u / unmask-01
            :ARG3 (p / person
                     :ARG2-of (t / tell-01
                                 :ARG4 t2
                                 :ARG4 (p4 / person
                                           :ARG0-of (ii / investigate-01)))
                     :name (n / name
                              :op1 ""Rice""))
            :ARG4 (p2 / person
                      :ARG1-of (h / have-org-role-91
                                  :ARG3 (p3 / person
                                            :name (n2 / name
                                                      :op1 ""Trump""))
                                  :ARG1 (a / aide)))))",0.58298869161467,"So what happened was that Rice, who was told to the investigator, was unmasked as a Trump aide."
513,548,"(h / have-org-role-91
   :ARG0 (p2 / person
             :ARG1-of (u / unmask-01
                         :ARG1-of (c / cause-01)
                         :ARG0 (p1 / person-01
                                   :ARG2-of (d / differentiate-01
                                               :ARG1 (a1 / affair-01
                                                         :ARG0-of c)
                                               :ARG2 (p4 / person
                                                         :ARG0-of (ii / investigate-01)))
                                   :name (n / name
                                            :op1 ""Rice""))))
   :ARG1 (p3 / person
             :name (n2 / name
                       :op1 ""Trump""))
   :ARG2 (a / aide))",0.5871220636858481,"Trump's aide was unmasked by the person who differentiated between the two affairs and the investigators, Rice."
514,549,"(c / cause-01
   :ARG3 (t2 / thing)
   :ARG4 (u / unmask-01
            :ARG4 (p / person
                     :ARG3-of (t / tell-01
                                 :ARG1 t2
                                 :ARG2 (p4 / person
                                           :ARG0-of (ii / investigate-01)))
                     :name (n / name
                              :op1 ""Rice""))
            :ARG0 (p2 / person
                      :ARG0-of (h / have-org-role-91
                                  :ARG0 (p3 / person
                                            :name (n2 / name
                                                      :op1 ""Trump""))
                                  :ARG2 (a / aide)))))",0.5713559434566053,"So what happened was that the aide to Trump, who told investigators, Rice, was unmasked."
515,550,"(g / get-01
   :ARG0 (t1 / thing-01)
   :ARG1 (u1 / unmask-01
             :ARG0 (p1 / person-01
                       :ARG2-of (s / severalize-01
                                   :ARG1 t1
                                   :ARG2 (p4 / person
                                             :ARG0-of (ii / investigate-01)))
                       :name (n / name
                                :op1 ""Rice""))
             :ARG1 (p / person-01
                      :ARG0-of (h / have-org-role-91
                                  :ARG1 (p3 / person
                                            :name (n2 / name
                                                      :op1 ""Trump""))
                                  :ARG2 (a / aide)))))",0.4205577436626551,What got the Rices severalizing with the investigators to unmask the Trump aides.
516,551,"(c1 / check-01
    :ARG3 (s / somebody-01
             :ARG4-of (l / lie-08
                         :ARG2 (p3 / person
                                   :name (n2 / name
                                             :op1 ""Trump"")))
             :ARG3-of (f1 / fire-01
                          :ARG0 (c2 / contrive-01
                                    :ARG1-of (m1 / major-01))
                          :ARG1-of (c / cause-01
                                      :ARG0 l)
                          :mod (j / just))
             :name (n / name
                      :op1 ""Meryl""
                      :op2 ""Streep"")))",0.8618434572088015,"Check somebody who lied about Trump and was just fired for it by major contrive, Meryl Straep."
517,552,"(c / cause-01
   :ARG1 (f1 / fire-01
             :mod (j / just)
             :ARG0 (c2 / contrive-01
                       :ARG1-of (m1 / major-01)))
   :ARG0 (l / lie-08
            :ARG0 (s1 / somebody-01
                      :ARG3-of f1
                      :name (n / name
                               :op1 ""Meryl""
                               :op2 ""Streep"")
                      :ARG0-of (c3 / check_into-01))
            :ARG2 (p3 / person
                      :name (n2 / name
                                :op1 ""Trump""))))",0.9238216831949098,Someone who checked into meryl streep lied about Trump so it's just a firing for a major contrive.
518,553,"(d / do-01
   :ARG2 (e / elicit-01
            :mod (f / fair-01)
            :ARG3 (p2 / person-01
                      :name (n / name
                               :op1 ""Meryl""
                               :op2 ""Streep"")
                      :ARG4-of (f2 / fail-01))
            :ARG2 (p / project-01
                     :ARG1-of (m / major-02)))
   :ARG0 (l / lie-08
            :ARG0 p2
            :ARG2 (p3 / person
                      :name (n2 / name
                                :op1 ""Trump""))))",0.5687423951127186,The fact that she lies about Trump does a fair elicitation of failed Meryl Straep for major projections.
519,554,"(f2 / fail-01
    :ARG0 (p1 / person-01
              :ARG0-of (l / lie-08
                          :ARG2 (p3 / person
                                    :name (n2 / name
                                              :op1 ""Trump""))
                          :ARG0-of (c / cause-01
                                      :ARG2 (f1 / fire-01
                                                :mod (j / just)
                                                :ARG0 p1
                                                :ARG2 (p / project-01
                                                         :ARG1-of (m / major-02)))))
              :name (n / name
                       :op1 ""Meryl""
                       :op2 ""Streep"")))",0.8280118102598315,Meryl Straep is a failure who lied about Trump and just fired him for major projections.
520,555,"(m / major-02
   :ARG3 (p / project-01
            :ARG3-of (f1 / fire-01
                         :ARG3-of (c / cause-01
                                     :ARG0 (l / lie-08
                                              :ARG0 (p1 / person-01
                                                        :name (n / name
                                                                 :op1 ""Meryl""
                                                                 :op2 ""Streep"")
                                                        :ARG4-of (f2 / fail-01))
                                              :ARG2 (p3 / person
                                                        :name (n2 / name
                                                                  :op1 ""Trump""))))
                         :mod (j / just)
                         :ARG2 p1)))",0.7195972355932331,The major project that was fired just because the failed Meryl Straep lied to Trump.
521,556,"(b / break-18
   :ARG3 (p / person
            :ARG1-of (l / lie-08
                        :ARG2 (p3 / person
                                  :name (n2 / name
                                            :op1 ""Trump"")))
            :ARG3-of (f / fire-02
                        :ARG4 (p2 / project
                                  :ARG1-of (m / major-02))
                        :ARG1-of (c / cause-01
                                    :ARG1 l)
                        :mod (j / just))
            :name (n / name
                     :op1 ""Meryl""
                     :op2 ""Streep"")))",0.7070132447864601,"Breaking news for Meryl Straep, a liar who lied about Trump and was just fired from a major project because of her."
522,557,"(m / major-02
   :ARG1 (p2 / project
             :ARG4-of (f / fire-02
                         :ARG1-of (c / cause-01
                                     :ARG0 (l1 / lie-01
                                               :ARG0 (i / individual-01
                                                        :ARG2-of f
                                                        :name (n / name
                                                                 :op1 ""Meryl""
                                                                 :op2 ""Streep"")
                                                        :ARG4-of (b1 / break-01))
                                               :ARG2 (p3 / person
                                                         :name (n2 / name
                                                                   :op1 ""Trump""))))
                         :mod (j / just))))",0.478065086221313,"The project was a major firefight just because the fired individual, Meryl Straep, lied to Trump."
523,558,"(b / break-18
   :ARG2 (p / person
            :ARG3-of (l / lie-08
                        :ARG2 (p3 / person
                                  :name (n2 / name
                                            :op1 ""Trump"")))
            :ARG2-of (f / fire-02
                        :ARG4 (p2 / project
                                  :ARG4-of (m / major-02))
                        :ARG1-of (c / cause-01
                                    :ARG0 l)
                        :mod (j / just))
            :name (n / name
                     :op1 ""Meryl""
                     :op2 ""Streep"")))",0.8374486057930283,"Breaking news for Meryl Straep, a liar who just lied about Trump and fired a major project because of her."
524,559,"(m / major-02
   :ARG0 (p2 / project
             :ARG0-of (f / fire-02
                         :ARG0-of (c / cause-01
                                     :ARG1 (l / lie-08
                                              :ARG3 (p / person
                                                       :ARG1-of f
                                                       :name (n / name
                                                                :op1 ""Meryl""
                                                                :op2 ""Streep"")
                                                       :ARG1-of (b / break-18))
                                              :ARG0 (p3 / person
                                                        :name (n2 / name
                                                                  :op1 ""Trump""))))
                         :mod (j / just))))",0.547569027434887,"The project was major, just fired for lying to Trump about broken Meryl Straep."
525,561,"(e / electronic_mail-01
   :ARG2 (i / individual-01
            :name (n / name
                     :op1 ""Clinton""))
   :ARG1 (o / obligate-01
            :ARG2 (d / destroy-01
                     :ARG0 (w / we)
                     :ARG3 (c / country
                              :name (n2 / name
                                        :op1 ""Syria""))
                     :beneficiary (c2 / country
                                      :name (n3 / name
                                                :op1 ""Israel"")))))",0.6529387735772901,Clinton e-mailed that we had to destroy Syria for Israel.
526,562,"(e / email-01
   :ARG0 (s / soul-01
            :name (n / name
                     :op1 ""Clinton""))
   :ARG1 (o1 / oblige-01
             :ARG2 (d1 / destroy-01
                       :ARG0 (w / we)
                       :ARG1 (c / country
                                :name (n2 / name
                                          :op1 ""Syria""))
                       :beneficiary (c2 / country
                                        :name (n3 / name
                                                  :op1 ""Israel"")))))",0.5859351363044469,"Clinton's soul emailed: ""We must destroy Syria for Israel."""
528,564,"(e1 / electronic_mail-01
    :ARG3 (p1 / person-01
              :name (n / name
                       :op1 ""Clinton""))
    :ARG4 (o / obligate-01
             :ARG0 (d / destroy-01
                      :ARG0 (w / we)
                      :ARG1 (c / country
                               :name (n2 / name
                                         :op1 ""Syria""))
                      :beneficiary (c2 / country
                                       :name (n3 / name
                                                 :op1 ""Israel"")))))",0.5791428676606876,"Clinton e-mailed: ""We must destroy Syria for Israel."""
530,566,"(e1 / e-mail-01
    :ARG2 (m / mortal-01
             :name (n / name
                      :op1 ""Clinton""))
    :ARG1 (o1 / oblige-01
              :ARG1 (d1 / destroy-01
                        :ARG3 (w / we)
                        :ARG1 (c / country
                                 :name (n2 / name
                                           :op1 ""Syria""))
                        :beneficiary (c2 / country
                                         :name (n3 / name
                                                   :op1 ""Israel"")))))",0.5859351363044469,"Clinton mortally e-mailed: ""We must destroy Syria for Israel."""
532,568,"(n1 / netmail-01
    :ARG4 (s1 / soul-01
              :name (n / name
                       :op1 ""Clinton""))
    :ARG3 (o1 / obligate-01
              :ARG1 (d1 / destroy-01
                        :ARG0 (w / we)
                        :ARG2 (c / country
                                 :name (n2 / name
                                           :op1 ""Syria""))
                        :beneficiary (c2 / country
                                         :name (n3 / name
                                                   :op1 ""Israel"")))))",0.7610905396429224,Clinton netmails his soul that we must destroy Syria for Israel.
533,569,"(e1 / e-mail-01
    :ARG0 (s / somebody-01
             :name (n / name
                      :op1 ""Clinton""))
    :ARG1 (o1 / obligate-01
              :ARG2 (d1 / destroy-01
                        :ARG0 (w / we)
                        :ARG0 (c / country
                                 :name (n2 / name
                                           :op1 ""Syria""))
                        :beneficiary (c2 / country
                                         :name (n3 / name
                                                   :op1 ""Israel"")))))",0.6406049373116735,somebody e-mailed Clinton that we had to destroy Syria for Israel.
534,570,"(e1 / e-mail-01
    :ARG4 (s / somebody-01
             :name (n / name
                      :op1 ""Clinton""))
    :ARG3 (o1 / obligate-01
              :ARG2 (d1 / destroy-01
                        :ARG4 (w / we)
                        :ARG1 (c / country
                                 :name (n2 / name
                                           :op1 ""Syria""))
                        :beneficiary (c2 / country
                                         :name (n3 / name
                                                   :op1 ""Israel"")))))",0.7184888260924258,somebody e-mailed Clinton saying we had to destroy Syria for Israel.
537,573,"(e / email-01
   :ARG0 (i1 / individual-01
             :name (n / name
                      :op1 ""Clinton""))
   :ARG1 (b / bind-01
            :ARG2 (d1 / destroy-01
                      :ARG0 (w / we)
                      :ARG1 (c / country
                               :name (n2 / name
                                         :op1 ""Syria""))
                      :beneficiary (c2 / country
                                       :name (n3 / name
                                                 :op1 ""Israel"")))))",0.6788171273834713,Clinton emailed that we were bound to destroy Syria for Israel.
540,576,"(l / legion-01
   :ARG0 (p1 / person-01
             :ARG0-of (c / call-03
                         :ARG1 (r / rape-01
                                  :ARG1 (w / woman
                                           :ARG1-of (w2 / white-02))
                                  :mod (j / jihad)))
             :name (n / name
                      :op1 ""Fareed""
                      :op2 ""Zakaria""))
   :ARG1 (p2 / publication
             :name (n2 / name
                       :op1 ""CNN"")))",0.5920975836207019,Fareed Zakaria is a legion of jihadists calling for the rape of white women on CNN.
541,577,"(w2 / white-02
    :ARG0 (w / woman
             :ARG3-of (r / rape-01
                         :mod (j / jihad)
                         :ARG4-of (c / call-03
                                     :ARG3 (p / person
                                              :name (n / name
                                                       :op1 ""Fareed""
                                                       :op2 ""Zakaria"")
                                              :ARG3-of (h / host-01
                                                          :ARG1 (p2 / publication
                                                                    :name (n2 / name
                                                                              :op1 ""CNN""))))))))",0.6613058179243347,"The women called Fareed Zakaria, CNN host, were white, raped in jihad."
542,578,"(c / call-03
   :ARG0 (p / person
            :name (n / name
                     :op1 ""Fareed""
                     :op2 ""Zakaria"")
            :ARG1-of (h / host-01
                        :ARG1 (p2 / publication
                                  :name (n2 / name
                                            :op1 ""CNN""))))
   :ARG3 (r / rape-01
            :ARG3 (w / woman
                     :ARG0-of (w2 / white-02))
            :mod (j / jihad)))",0.745571142849718,CNN host Fareed Zakaria called rape of white women a jihadi act.
543,579,"(h1 / host-01
    :ARG1 (s / soul-01
             :ARG3-of (c1 / call-01
                          :ARG4 (B / Brassica_napus-01
                                   :ARG3 (w1 / woman-01
                                             :ARG4-of (w2 / white-02))
                                   :mod (j / jihad)))
             :name (n / name
                      :op1 ""Fareed""
                      :op2 ""Zakaria""))
    :ARG1 (p2 / publication
              :name (n2 / name
                        :op1 ""CNN"")))",0.4126022639402771,Fareed Zakaria is a host to what is called the Brassica_napus of white women in jihad.
545,581,"(h / host-01
   :ARG3 (p / person
            :ARG1-of (c / call-03
                        :ARG0 (r / rape-01
                                 :ARG4 (w / woman
                                          :ARG3-of (w2 / white-02))
                                 :mod (j / jihad)))
            :name (n / name
                     :op1 ""Fareed""
                     :op2 ""Zakaria""))
   :ARG0 (p2 / publication
             :name (n2 / name
                       :op1 ""CNN"")))",0.745571142849718,Fareed Zakaria hosts CNN on the jihadi rape of white women.
546,582,"(c / call-03
   :ARG2 (p / person
            :name (n / name
                     :op1 ""Fareed""
                     :op2 ""Zakaria"")
            :ARG3-of (h / host-01
                        :ARG0 (p2 / publication
                                  :name (n2 / name
                                            :op1 ""CNN""))))
   :ARG1 (r / rape-01
            :ARG1 (w / woman
                     :ARG1-of (w2 / white-02))
            :mod (j / jihad)))",1.0,CNN host Fareed Zakaria calls rape of white women a jihadi offense.
547,583,"(w2 / white-02
    :ARG1 (w / woman
             :ARG1-of (r / rape-01
                         :mod (j / jihad)
                         :ARG1-of (c / call-03
                                     :ARG2 (p / person
                                              :name (n / name
                                                       :op1 ""Fareed""
                                                       :op2 ""Zakaria"")
                                              :ARG3-of (e / emcee-01
                                                          :ARG0 (p2 / publication
                                                                    :name (n2 / name
                                                                              :op1 ""CNN""))))))))",0.8309442792812585,"The women called Fareed Zakaria, CNN's emcee, were white, raped in a jihadi rape."
548,584,"(w2 / white-02
    :ARG1 (w / woman
             :ARG1-of (r / rape-01
                         :mod (j / jihad)
                         :ARG1-of (c / call-03
                                     :ARG2 (p / person
                                              :name (n / name
                                                       :op1 ""Fareed""
                                                       :op2 ""Zakaria"")
                                              :ARG3-of (h / host-01
                                                          :ARG0 (p2 / publication
                                                                    :name (n2 / name
                                                                              :op1 ""CNN""))))))))",1.0,"The women called Fareed Zakaria, CNN's host, were white, raped in jihad."
